date,ifix_value,title_sentiment,snippet_sentiment,average_sentiment
2023-08-10,3213.12,-0.1379,0.35875,0.11042
2023-08-11,3220.69,0.16798,0.22483,0.19641
2023-08-12,,,,
2023-08-13,,,,
2023-08-14,3214.57,-0.3182,-0.25,-0.2841
2023-08-15,3214.54,0.14192,0.29708,0.2195
2023-08-16,3212.37,0.06743,0.2613,0.16437
2023-08-17,3206.35,0.11595,0.03175,0.07385
2023-08-18,3209.51,0.0,-0.018,-0.009
2023-08-19,,0.0,-0.5023,-0.25115
2023-08-20,,,,
2023-08-21,3203.21,0.1204,-0.04943,0.03548
2023-08-22,3195.17,0.10185,0.1279,0.11488
2023-08-23,3189.65,-0.15445,0.0,-0.07722
2023-08-24,3190.05,-0.22503,0.0,-0.11252
2023-08-25,3197.1,0.5859,0.0,0.29295
2023-08-26,,,,
2023-08-27,,,,
2023-08-28,3189.09,0.02054,0.21362,0.11708
2023-08-29,3192.43,-0.04033,0.05383,0.00675
2023-08-30,3208.0,0.3143,-0.03995,0.13718
2023-08-31,3212.81,0.0129,-0.04569,-0.01639
2023-09-01,3217.23,-0.11315,0.0605,-0.02633
2023-09-02,,,,
2023-09-03,,,,
2023-09-04,3217.63,0.1909,0.1166,0.15375
2023-09-05,3215.79,0.15654,0.05876,0.10765
2023-09-06,3222.02,-0.00795,0.40322,0.19764
2023-09-07,,-0.2997,-0.1406,-0.22015
2023-09-08,3240.33,0.0,-0.5719,-0.28595
2023-09-09,,-0.0047,0.4649,0.2301
2023-09-10,,0.0,0.0,0.0
2023-09-11,3226.93,-0.091,-0.2792,-0.1851
2023-09-12,3224.84,,,
2023-09-13,3216.18,0.28077,0.10547,0.19312
2023-09-14,3216.4,0.08463,0.09383,0.08923
2023-09-15,3234.06,0.14985,-0.14672,0.00156
2023-09-16,,-0.7906,-0.5574,-0.674
2023-09-17,,-0.128,-0.4019,-0.26495
2023-09-18,3233.38,0.26117,0.33407,0.29762
2023-09-19,3229.52,-0.1366,0.2294,0.0464
2023-09-20,3224.7,0.03992,-0.06743,-0.01375
2023-09-21,3224.24,0.1127,0.4311,0.2719
2023-09-22,3226.39,0.19868,0.19255,0.19562
2023-09-23,,,,
2023-09-24,,,,
2023-09-25,3214.28,0.13397,0.5342,0.33408
2023-09-26,3199.14,-0.20424,-0.19918,-0.20171
2023-09-27,3193.15,-0.14375,-0.04532,-0.09454
2023-09-28,3193.17,0.47965,0.02955,0.2546
2023-09-29,3219.28,0.0,0.2775,0.13875
2023-09-30,,0.0,0.5859,0.29295
2023-10-01,,,,
2023-10-02,3197.13,0.12727,0.28963,0.20845
2023-10-03,3195.72,-0.05907,0.0484,-0.00533
2023-10-04,3184.79,0.0,0.2023,0.10115
2023-10-05,3183.15,-0.5423,-0.7783,-0.6603
2023-10-06,3183.21,-0.07867,-0.0121,-0.04539
2023-10-07,,,,
2023-10-08,,,,
2023-10-09,3179.35,,,
2023-10-10,3180.39,-0.21833,0.25553,0.0186
2023-10-11,3183.77,-0.10607,0.13397,0.01395
2023-10-12,,0.1779,0.4588,0.31835
2023-10-13,3192.01,-0.06783,0.1518,0.04198
2023-10-14,,,,
2023-10-15,,,,
2023-10-16,3190.17,-0.07543,-0.10487,-0.09015
2023-10-17,3183.18,-0.22382,-0.13682,-0.18032
2023-10-18,3173.8,0.08874,0.22912,0.15893
2023-10-19,3164.08,0.0024,-0.06681,-0.03221
2023-10-20,3168.43,-0.13087,-0.0777,-0.10428
2023-10-21,,,,
2023-10-22,,,,
2023-10-23,3172.4,-0.09407,0.05962,-0.01722
2023-10-24,3155.53,0.23263,0.09867,0.16565
2023-10-25,3150.21,0.1806,0.26335,0.22197
2023-10-26,3141.77,0.28595,0.10935,0.19765
2023-10-27,3155.69,-0.26835,-0.3254,-0.29688
2023-10-28,,,,
2023-10-29,,,,
2023-10-30,3156.07,0.04267,0.2919,0.16728
2023-10-31,3155.7,0.28163,0.3069,0.29427
2023-11-01,3146.95,-0.30363,0.29533,-0.00415
2023-11-02,,0.3612,0.0,0.1806
2023-11-03,3160.39,-0.4906,0.0,-0.2453
2023-11-04,,0.60195,0.443,0.52248
2023-11-05,,,,
2023-11-06,3162.81,0.0,0.0,0.0
2023-11-07,3172.96,0.0,0.064,0.032
2023-11-08,3174.22,0.08195,-0.05028,0.01584
2023-11-09,3177.75,-0.06564,0.2251,0.07973
2023-11-10,3182.18,-0.3818,-0.2551,-0.31845
2023-11-11,,,,
2023-11-12,,-0.7906,-0.5267,-0.65865
2023-11-13,3180.24,-0.12765,-0.09543,-0.11154
2023-11-14,3184.4,0.0593,0.15603,0.10767
2023-11-15,,0.0611,0.2588,0.15995
2023-11-16,3191.32,-0.0526,-0.2202,-0.1364
2023-11-17,3197.69,0.10538,-0.14158,-0.0181
2023-11-18,,-0.6369,-0.6597,-0.6483
2023-11-19,,0.8074,0.7003,0.75385
2023-11-20,3196.44,-0.23947,0.3485,0.05452
2023-11-21,3191.36,-0.064,0.2616,0.0988
2023-11-22,3179.7,-0.03915,0.16597,0.06341
2023-11-23,3178.48,-0.3655,0.1691,-0.0982
2023-11-24,3174.49,-0.05088,0.30445,0.12679
2023-11-25,,,,
2023-11-26,,0.0,0.1531,0.07655
2023-11-27,3159.19,0.0,0.3402,0.1701
2023-11-28,3167.49,0.16463,0.1702,0.16742
2023-11-29,3164.0,0.0,-0.0318,-0.0159
2023-11-30,3176.56,0.09492,0.4021,0.24851
2023-12-01,3175.08,0.1531,0.1531,0.1531
2023-12-02,,0.08668,0.0222,0.05444
2023-12-03,,0.0,0.0,0.0
2023-12-04,3184.55,-0.03423,0.04267,0.00422
2023-12-05,3189.9,-0.06427,0.2378,0.08677
2023-12-06,3191.27,-0.32583,-0.47892,-0.40238
2023-12-07,3179.69,-0.17224,0.1777,0.00273
2023-12-08,3189.62,,,
2023-12-09,,-0.53505,-0.50395,-0.5195
2023-12-10,,,,
2023-12-11,3180.99,-0.05338,0.17032,0.05847
2023-12-12,3169.67,-0.17448,0.16705,-0.00371
2023-12-13,3177.05,0.50615,0.12395,0.31505
2023-12-14,3184.23,0.00637,0.15603,0.0812
2023-12-15,3189.62,0.1005,0.1808,0.14065
2023-12-16,,0.2023,0.6808,0.44155
2023-12-17,,,,
2023-12-18,3197.51,-0.2377,0.11205,-0.06282
2023-12-19,3206.75,0.13917,0.41134,0.27525
2023-12-20,3212.55,-0.08469,0.25949,0.0874
2023-12-21,3232.47,-0.07253,0.1278,0.02763
2023-12-22,3260.47,-0.13397,0.18487,0.02545
2023-12-23,,,,
2023-12-24,,0.1779,0.4215,0.2997
2023-12-25,,,,
2023-12-26,3285.4,0.03055,0.05812,0.04434
2023-12-27,3298.6,-0.28075,-0.2745,-0.27762
2023-12-28,3311.43,0.1246,-0.16143,-0.01841
2023-12-29,,0.00813,0.02157,0.01485
2023-12-30,,,,
2023-12-31,,0.3182,0.0,0.1591
2024-01-01,,,,
2024-01-02,3314.09,-0.128,0.5267,0.19935
2024-01-03,3324.41,,,
2024-01-04,3320.38,0.0,0.0,0.0
2024-01-05,3324.23,-0.14985,0.12415,-0.01285
2024-01-06,,,,
2024-01-07,,,,
2024-01-08,3327.1,-0.34518,-0.34758,-0.34638
2024-01-09,3324.9,,,
2024-01-10,3324.85,-0.23032,0.0,-0.11516
2024-01-11,3318.09,0.06337,0.2381,0.15074
2024-01-12,3325.7,0.17807,0.1515,0.16478
2024-01-13,,0.0,0.0,0.0
2024-01-14,,,,
2024-01-15,3332.17,-0.1316,0.0966,-0.0175
2024-01-16,3334.51,0.13397,-0.25723,-0.06163
2024-01-17,3332.51,-0.16828,-0.16187,-0.16508
2024-01-18,3329.82,-0.03372,-0.01712,-0.02542
2024-01-19,3340.16,-0.0172,0.31437,0.14858
2024-01-20,,0.2023,0.2023,0.2023
2024-01-21,,-0.3071,-0.125,-0.21605
2024-01-22,3334.06,0.01172,-0.02122,-0.00475
2024-01-23,3330.06,-0.07676,-0.12438,-0.10057
2024-01-24,3324.42,-0.15388,-0.06312,-0.1085
2024-01-25,3324.32,-0.14067,0.00936,-0.06566
2024-01-26,3331.59,-0.18655,-0.20485,-0.1957
2024-01-27,,,,
2024-01-28,,,,
2024-01-29,3329.25,-0.11002,-0.10904,-0.10953
2024-01-30,3327.55,-0.05228,-0.19858,-0.12543
2024-01-31,3333.51,-0.06495,0.16165,0.04835
2024-02-01,3320.47,-0.01952,0.06323,0.02186
2024-02-02,3332.88,0.0,0.1366,0.0683
2024-02-03,,0.0,0.0,0.0
2024-02-04,,,,
2024-02-05,3327.93,0.12727,0.13242,0.12984
2024-02-06,3332.48,0.13092,0.07682,0.10387
2024-02-07,3340.69,0.6369,0.6705,0.6537
2024-02-08,3339.78,-0.13884,-0.1599,-0.14937
2024-02-09,3351.99,-0.15528,-0.11748,-0.13638
2024-02-10,,0.3612,0.3182,0.3397
2024-02-11,,-0.23835,-0.1909,-0.21462
2024-02-12,,0.10633,-0.18323,-0.03845
2024-02-13,,0.0,0.4767,0.23835
2024-02-14,3342.91,0.0,0.5106,0.2553
2024-02-15,3349.19,-0.802,0.2732,-0.2644
2024-02-16,3350.11,0.0,0.6597,0.32985
2024-02-17,,,,
2024-02-18,,-0.2615,-0.61903,-0.44027
2024-02-19,3357.03,-0.09354,-0.12993,-0.11174
2024-02-20,3357.64,-0.2294,-0.2294,-0.2294
2024-02-21,3356.04,-0.28031,-0.4614,-0.37086
2024-02-22,3354.5,-0.03854,-0.0247,-0.03162
2024-02-23,3363.24,0.0,0.0258,0.0129
2024-02-24,,,,
2024-02-25,,0.4404,0.7964,0.6184
2024-02-26,3352.02,-0.02548,0.15865,0.06659
2024-02-27,3346.0,-0.05702,0.05005,-0.00348
2024-02-28,3343.32,0.28493,0.3567,0.32082
2024-02-29,3360.0,0.04167,-0.19195,-0.07514
2024-03-01,3366.5,-0.08176,0.22772,0.07298
2024-03-02,,,,
2024-03-03,,,,
2024-03-04,3364.83,-0.3364,-0.28642,-0.31141
2024-03-05,3366.96,0.0,0.15094,0.07547
2024-03-06,3365.18,0.0231,0.22268,0.12289
2024-03-07,3371.76,-0.00118,0.01008,0.00445
2024-03-08,3382.28,-0.1182,0.0683,-0.02495
2024-03-09,,,,
2024-03-10,,,,
2024-03-11,3374.45,0.05658,-0.30978,-0.1266
2024-03-12,3368.76,0.0,-0.4767,-0.23835
2024-03-13,3367.44,-0.11152,-0.11048,-0.111
2024-03-14,3365.68,0.17555,0.17467,0.17511
2024-03-15,3367.01,-0.12462,0.07942,-0.0226
2024-03-16,,,,
2024-03-17,,0.3875,0.3875,0.3875
2024-03-18,3374.01,0.4063,0.1909,0.2986
2024-03-19,3373.64,-0.18478,-0.46362,-0.3242
2024-03-20,3378.25,0.03372,0.13692,0.08532
2024-03-21,3381.26,0.038,-0.04069,-0.00134
2024-03-22,3393.14,0.30587,0.46977,0.38782
2024-03-23,,,,
2024-03-24,,-0.8217,-0.8005,-0.8111
2024-03-25,3390.05,0.184,0.01727,0.10063
2024-03-26,3392.25,-0.1002,0.05019,-0.02501
2024-03-27,3395.41,0.06743,0.29553,0.18148
2024-03-28,3408.15,-0.02065,0.1148,0.04707
2024-03-29,,,,
2024-03-30,,,,
2024-03-31,,,,
2024-04-01,3403.41,0.03828,0.30528,0.17178
2024-04-02,3406.57,0.01205,0.1784,0.09522
2024-04-03,3412.02,0.2083,0.0751,0.1417
2024-04-04,3414.28,0.20413,0.27223,0.23818
2024-04-05,3422.18,0.1591,0.1855,0.1723
2024-04-06,,0.30293,-0.1597,0.07162
2024-04-07,,-0.11905,0.7217,0.30132
2024-04-08,3421.87,-0.17,0.44665,0.13832
2024-04-09,3420.76,0.06187,-0.02442,0.01873
2024-04-10,3418.43,-0.05923,0.2416,0.09119
2024-04-11,3417.57,0.0,-0.43127,-0.21563
2024-04-12,3423.95,-0.01378,-0.14377,-0.07878
2024-04-13,,,,
2024-04-14,,,,
2024-04-15,3412.68,0.09266,0.17399,0.13332
2024-04-16,3402.52,-0.07687,0.14623,0.03468
2024-04-17,3391.31,-0.07324,-0.2028,-0.13802
2024-04-18,3386.78,-0.09098,0.10843,0.00873
2024-04-19,3391.17,0.08808,0.3267,0.20739
2024-04-20,,0.0,0.0,0.0
2024-04-21,,0.33335,0.42775,0.38055
2024-04-22,3380.0,-0.1931,-0.14088,-0.16699
2024-04-23,3373.24,0.2235,0.27647,0.24998
2024-04-24,3365.41,0.09867,0.42977,0.26422
2024-04-25,3360.86,-0.1009,-0.23325,-0.16708
2024-04-26,3366.74,-0.22894,-0.1327,-0.18082
2024-04-27,,,,
2024-04-28,,,,
2024-04-29,3374.93,-0.16169,-0.05591,-0.1088
2024-04-30,3381.79,0.661,0.50335,0.58218
2024-05-01,,0.3271,0.55137,0.43923
2024-05-02,3376.4,-0.10916,-0.18472,-0.14694
2024-05-03,3391.61,-0.28446,-0.05075,-0.16761
2024-05-04,,-0.5994,-0.6705,-0.63495
2024-05-05,,-0.09867,0.0,-0.04933
2024-05-06,3392.61,-0.25746,-0.36854,-0.313
2024-05-07,3394.53,-0.03787,0.01534,-0.01127
2024-05-08,3398.1,0.13481,0.1059,0.12036
2024-05-09,3389.27,0.107,0.00886,0.05793
2024-05-10,3397.79,-0.46107,-0.62323,-0.54215
2024-05-11,,-0.5994,-0.5267,-0.56305
2024-05-12,,-0.07937,-0.45577,-0.26757
2024-05-13,3376.5,-0.30956,-0.08392,-0.19674
2024-05-14,3367.72,-0.1295,0.0709,-0.0293
2024-05-15,3372.59,0.03702,0.01403,0.02552
2024-05-16,3379.54,0.0836,-0.04188,0.02086
2024-05-17,3392.31,0.03372,-0.01118,0.01127
2024-05-18,,,,
2024-05-19,,,,
2024-05-20,3391.26,0.06303,0.07285,0.06794
2024-05-21,3386.75,0.0,0.7264,0.3632
2024-05-22,3383.74,0.13636,0.27924,0.2078
2024-05-23,3374.75,0.19215,0.23698,0.21456
2024-05-24,3379.01,0.1488,0.05795,0.10337
2024-05-25,,,,
2024-05-26,,,,
2024-05-27,3374.83,0.26133,0.43525,0.34829
2024-05-28,3363.68,-0.04187,-0.03843,-0.04015
2024-05-29,3371.11,-0.23203,-0.2017,-0.21687
2024-05-30,,,,
2024-05-31,3382.34,-0.23343,0.11307,-0.06018
2024-06-01,,,,
2024-06-02,,,,
2024-06-03,3371.58,-0.03163,0.01128,-0.01018
2024-06-04,3364.04,0.04592,0.15358,0.09975
2024-06-05,3356.08,0.067,0.22958,0.14829
2024-06-06,3358.89,-0.16463,0.17017,0.00277
2024-06-07,3358.85,0.00107,0.1021,0.05158
2024-06-08,,0.10115,0.0488,0.07498
2024-06-09,,,,
2024-06-10,3345.21,0.10846,-0.2101,-0.05082
2024-06-11,3334.98,0.00252,-0.02354,-0.01051
2024-06-12,3320.42,-0.11817,0.15743,0.01963
2024-06-13,3295.71,-0.00939,0.29904,0.14483
2024-06-14,3312.59,0.09161,0.1685,0.13006
2024-06-15,,-0.7523,-0.5119,-0.6321
2024-06-16,,-0.5574,-0.128,-0.3427
2024-06-17,3305.93,-0.18317,0.02191,-0.08063
2024-06-18,3301.41,0.16686,0.2342,0.20053
2024-06-19,3300.19,0.141,0.11545,0.12822
2024-06-20,3301.49,-0.0546,0.09212,0.01876
2024-06-21,3299.38,-0.04935,-0.06004,-0.05469
2024-06-22,,0.0,0.25,0.125
2024-06-23,,,,
2024-06-24,3296.23,0.0,-0.02413,-0.01207
2024-06-25,3301.23,0.1905,0.29429,0.24239
2024-06-26,3311.05,-0.18081,-0.0392,-0.11
2024-06-27,3328.12,-0.13828,-0.20049,-0.16939
2024-06-28,3347.33,-0.12734,-0.12682,-0.12708
2024-06-29,,-0.128,-0.128,-0.128
2024-06-30,,,,
2024-07-01,3318.84,-0.18521,-0.05356,-0.11939
2024-07-02,3305.51,-0.14873,-0.35467,-0.2517
2024-07-03,3302.82,0.13248,0.02648,0.07947
2024-07-04,3323.67,-0.08098,-0.12897,-0.10498
2024-07-05,3341.64,-0.0583,-0.34198,-0.20014
2024-07-06,,-0.04455,0.0952,0.02532
2024-07-07,,0.0,-0.0775,-0.03875
2024-07-08,3347.36,0.1246,0.0779,0.10125
2024-07-09,3349.16,0.08038,-0.05317,0.01361
2024-07-10,3349.04,0.07374,0.19625,0.13499
2024-07-11,3350.64,0.0,0.0,0.0
2024-07-12,3370.07,-0.16999,-0.0482,-0.10909
2024-07-13,,,,
2024-07-14,,,,
2024-07-15,3375.26,0.0,0.11315,0.05658
2024-07-16,3382.99,-0.20568,0.06267,-0.0715
2024-07-17,3388.1,-0.45205,0.08825,-0.1819
2024-07-18,3382.64,0.02278,0.16883,0.09581
2024-07-19,3391.72,0.17312,0.2932,0.23316
2024-07-20,,,,
2024-07-21,,0.0,0.0,0.0
2024-07-22,3390.99,-0.05971,0.06109,0.00069
2024-07-23,3386.19,-0.24917,-0.22658,-0.23788
2024-07-24,3381.51,0.00674,0.10264,0.05469
2024-07-25,3375.0,0.21473,0.10236,0.15855
2024-07-26,3375.85,0.16911,-0.04601,0.06155
2024-07-27,,0.08895,0.33055,0.20975
2024-07-28,,,,
2024-07-29,3353.38,-0.08357,-0.24463,-0.1641
2024-07-30,3358.4,-0.08786,-0.04094,-0.0644
2024-07-31,3364.78,0.15687,0.07559,0.11623
2024-08-01,3365.6,0.06954,0.03486,0.0522
2024-08-02,3368.97,0.12481,0.06331,0.09406
2024-08-03,,0.0715,-0.10465,-0.01658
2024-08-04,,,,
2024-08-05,3352.64,0.02056,0.3057,0.16313
2024-08-06,3347.44,0.21127,0.20908,0.21018
2024-08-07,3349.29,0.10305,0.1031,0.10308
2024-08-08,3345.06,0.00088,-0.04716,-0.02314
2024-08-09,3349.97,-0.14427,-0.09806,-0.12117
2024-08-10,,-0.69137,-0.4152,-0.55328
2024-08-11,,-0.4019,0.0,-0.20095
2024-08-12,3352.25,-0.08098,0.23703,0.07803
2024-08-13,3355.2,-0.10688,-0.04076,-0.07382
2024-08-14,3363.1,-0.18628,-0.00588,-0.09608
2024-08-15,3374.02,-0.13266,-0.10734,-0.12
2024-08-16,3385.46,-0.10821,0.12291,0.00735
2024-08-17,,-0.16215,-0.02017,-0.09116
2024-08-18,,,,
2024-08-19,3382.02,-0.0288,0.2857,0.12845
2024-08-20,3382.52,-0.18285,0.4543,0.13572
2024-08-21,3381.82,-0.06968,0.09173,0.01102
